-457,219,-1,0
-412,252,-1,0
-287,250,-1,0
-208,251,-1,0
-124,228,-1,0
-108,205,-1,0
-178,146,-1,0
-399,200,-1,0
-438,197,-1,0
-364,122,-1,0
-255,182,-1,0
-373,148,-1,0
-424,106,-1,0
-398,152,-1,0
-241,130,-1,0
-191,107,-1,0
-220,90,-1,0
-373,96,-1,0
-331,168,-1,0
-143,153,-1,0
-87,111,-1,0
-76,46,-1,0
-275,59,-1,0
-437,38,-1,0
-466,91,-1,0
-337,173,-1,0
-282,217,-1,0
-356,96,-1,0
-374,248,-1,0
-252,195,-1,0
-97,185,-1,0
-206,207,-1,0
-340,91,-1,0
-273,98,-1,0
-202,50,-1,0
-43,4,-1,0
347,239,-1,1
188,229,-1,1
233,249,-1,1
378,242,-1,1
401,202,-1,1
271,152,-1,1
222,172,-1,1
125,174,-1,1
109,222,-1,1
70,228,-1,1
161,155,-1,1
305,150,-1,1
386,140,-1,1
284,104,-1,1
175,117,-1,1
124,74,-1,1
107,60,-1,1
98,177,-1,1
249,181,-1,1
313,151,-1,1
375,82,-1,1
444,92,-1,1
358,72,-1,1
244,66,-1,1
126,67,-1,1
48,119,-1,1
56,168,-1,1
76,142,-1,1
89,118,-1,1
50,67,-1,1
171,32,-1,1
264,39,-1,1
415,33,-1,1
447,60,-1,1
333,157,-1,1
291,184,-1,1
239,205,-1,1
-301,-69,-1,2
-452,-30,-1,2
-456,-25,-1,2
-282,-12,-1,2
-189,-16,-1,2
-121,-26,-1,2
-94,-75,-1,2
-171,-162,-1,2
-296,-182,-1,2
-382,-55,-1,2
-482,-103,-1,2
-469,-187,-1,2
-450,-237,-1,2
-333,-265,-1,2
-222,-268,-1,2
-126,-255,-1,2
-39,-238,-1,2
-13,-169,-1,2
-31,-44,-1,2
-76,-17,-1,2
-371,-42,-1,2
-420,-128,-1,2
-309,-176,-1,2
-240,-108,-1,2
-141,-149,-1,2
-123,-94,-1,2
-107,-190,-1,2
-247,-211,-1,2
-235,-141,-1,2
-242,-137,-1,2
39,-28,-1,3
133,-20,-1,3
212,-22,-1,3
330,-19,-1,3
407,-29,-1,3
456,-43,-1,3
477,-71,-1,3
467,-168,-1,3
462,-207,-1,3
387,-251,-1,3
288,-263,-1,3
197,-251,-1,3
133,-257,-1,3
73,-239,-1,3
64,-168,-1,3
57,-90,-1,3
89,-48,-1,3
271,-48,-1,3
360,-37,-1,3
402,-52,-1,3
424,-114,-1,3
386,-173,-1,3
267,-248,-1,3
175,-197,-1,3
141,-140,-1,3
178,-95,-1,3
279,-95,-1,3
307,-117,-1,3
243,-139,-1,3
228,-134,-1,3
225,-176,-1,3
283,-187,-1,3
329,-152,-1,3
353,-112,-1,3
248,-78,-1,3
148,-94,-1,3
138,-109,-1,3
-344,238,-1,0
-356,224,-1,0
-342,208,-1,0
-362,221,-1,0
-373,196,-1,0
-453,198,-1,0
-393,184,-1,0
-186,234,-1,0
-132,235,-1,0
-82,242,-1,0
-56,247,-1,0
-28,187,-1,0
-27,155,-1,0
-26,112,-1,0
-48,82,-1,0
-94,55,-1,0
-207,38,-1,0
-225,35,-1,0
-139,90,-1,0
-144,108,-1,0
-195,77,-1,0
-299,58,-1,0
-369,42,-1,0
-397,50,-1,0
-448,101,-1,0
-483,148,-1,0
-481,184,-1,0
-477,244,-1,0
-467,269,-1,0
-459,221,-1,0
-443,162,-1,0
-409,220,-1,0
-352,259,-1,0
-292,265,-1,0
-396,264,-1,0
-251,266,-1,0
-196,268,-1,0
-86,271,-1,0
-47,273,-1,0
-107,257,-1,0
-128,240,-1,0
-191,197,-1,0
-219,173,-1,0
-270,161,-1,0
-329,117,-1,0
-307,127,-1,0
-303,198,-1,0
-335,259,-1,0
-321,250,-1,0
-307,212,-1,0
-350,167,-1,0
-371,118,-1,0
-424,148,-1,0
-476,136,-1,0
-466,119,-1,0
-424,124,-1,0
-385,98,-1,0
-421,65,-1,0
-448,53,-1,0
-456,41,-1,0
-437,30,-1,0
-368,26,-1,0
-332,28,-1,0
-325,70,-1,0
-295,98,-1,0
-280,158,-1,0
-281,191,-1,0
-247,217,-1,0
-209,198,-1,0
-149,185,-1,0
-140,150,-1,0
-141,47,-1,0
-137,25,-1,0
-227,36,-1,0
-163,67,-1,0
-96,112,-1,0
-115,156,-1,0
-190,151,-1,0
261,164,-1,1
222,225,-1,1
138,241,-1,1
75,251,-1,1
149,256,-1,1
212,258,-1,1
281,258,-1,1
315,259,-1,1
363,256,-1,1
397,253,-1,1
410,236,-1,1
389,190,-1,1
374,177,-1,1
320,170,-1,1
247,175,-1,1
210,159,-1,1
211,127,-1,1
208,128,-1,1
168,198,-1,1
163,204,-1,1
64,210,-1,1
17,252,-1,1
22,212,-1,1
28,167,-1,1
45,203,-1,1
28,123,-1,1
23,56,-1,1
79,51,-1,1
124,45,-1,1
198,39,-1,1
284,43,-1,1
364,46,-1,1
410,49,-1,1
441,73,-1,1
456,156,-1,1
465,218,-1,1
463,258,-1,1
421,186,-1,1
419,168,-1,1
461,157,-1,1
408,118,-1,1
283,119,-1,1
256,104,-1,1
172,86,-1,1
135,124,-1,1
112,146,-1,1
193,150,-1,1
226,161,-1,1
